Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356,3.64,Medium
CA-2012-105508,2012-09-24,9/29/12,Standard Class,JF-15190,Jamie Frazer,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,1,0.0,17.991,3.63,Medium
CA-2012-130876,2012-05-12,5/16/12,Second Class,AZ-10750,Annie Zypern,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,3.57,Medium
US-2012-150231,2012-03-16,3/20/12,Second Class,JK-15640,Jim Kriz,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,17.52,3,0.0,6.3072,3.53,High
CA-2012-133536,2012-03-28,3/30/12,Second Class,JH-15820,John Huston,Consumer,New York City,New York,United States,10009.0,US,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,3,0.0,11.2308,3.51,High
CA-2012-114069,2012-07-13,7/15/12,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,3.47,Critical
CA-2012-110632,2012-03-17,3/22/12,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,2,0.0,9.1314,3.43,Medium
CA-2012-161711,2012-11-28,12/3/12,Standard Class,MC-17425,Mark Cousins,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,0.0,27.9456,3.41,Medium
CA-2012-118843,2012-09-13,9/20/12,Standard Class,JH-15910,Jonathan Howell,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,69.93,7,0.0,31.4685,3.34,Medium
IT-2012-4530181,2012-12-26,12/30/12,Second Class,HZ-14950,Henia Zydlo,Consumer,London,England,United Kingdom,,EU,North,OFF-AR-10001482,Office Supplies,Art,"Stanley Markers, Easy-Erase",80.892,4,0.1,-8.988,3.29,Medium
ES-2012-1290570,2012-11-21,11/27/12,Standard Class,BD-11500,Bradley Drucker,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",43.2,2,0.1,0.96,3.26,Medium
ES-2012-5985650,2012-08-03,8/7/12,Second Class,TB-21625,Trudy Brown,Consumer,London,England,United Kingdom,,EU,North,FUR-FU-10002305,Furniture,Furnishings,"Advantus Door Stop, Black",27.018,1,0.4,-8.562,3.16,High
MX-2012-151176,2012-09-20,9/25/12,Standard Class,BF-11215,Benjamin Farhat,Home Office,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-LA-10000413,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",35.6,5,0.0,2.8,3.05,Medium
ES-2012-1439705,2012-06-25,7/1/12,Standard Class,CM-12715,Craig Molinari,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",22.248,2,0.1,4.428,3.03,Low
CA-2012-113145,2012-11-01,11/5/12,Standard Class,VD-21670,Valerie Dominguez,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0.0,1.2885,2.92,Medium
CA-2012-163762,2012-11-27,12/1/12,Standard Class,JE-15475,Jeremy Ellison,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,12.5118,2.89,Medium
IT-2012-3646834,2012-01-16,1/21/12,Standard Class,HK-14890,Heather Kirkland,Corporate,London,England,United Kingdom,,EU,North,OFF-FA-10004657,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",36.855,3,0.1,8.955,2.86,Medium
MX-2012-125360,2012-04-19,4/23/12,Standard Class,RW-19690,Robert Waldorf,Consumer,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,FUR-FU-10000585,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack",25.4,2,0.0,0.48,2.77,Medium
CA-2012-144386,2012-11-05,11/11/12,Standard Class,GT-14635,Grant Thornton,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704,2.65,Low
CA-2012-105599,2012-09-07,9/7/12,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.4,-14.1639,2.54,Medium
ES-2012-5325598,2012-05-22,5/27/12,Second Class,KD-16495,Keith Dawkins,Corporate,London,England,United Kingdom,,EU,North,OFF-BI-10003650,Office Supplies,Binders,"Ibico Index Tab, Clear",24.057,3,0.1,2.097,2.5,High
CA-2012-141040,2012-10-09,10/13/12,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,4,0.0,10.764,2.49,High
CA-2012-131338,2012-08-09,8/12/12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,2.9372,2.46,Medium
ES-2012-4124732,2012-08-15,8/19/12,Second Class,JP-15520,Jeremy Pistek,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10001460,Office Supplies,Storage,"Smead Trays, Industrial",132.192,3,0.1,33.732,2.38,Medium
US-2012-134271,2012-04-18,4/23/12,Second Class,RF-19735,Roland Fjeld,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0.0,10.3071,2.33,Medium
ES-2012-5238758,2012-12-17,12/23/12,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,London,England,United Kingdom,,EU,North,OFF-FA-10000256,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",34.722,2,0.1,11.562,2.31,Medium
CA-2012-137897,2012-11-14,11/19/12,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2,0.0,2.256,2.26,Medium
ES-2012-5808020,2012-02-14,2/19/12,Second Class,ND-18370,Natalie DeCherney,Consumer,London,England,United Kingdom,,EU,North,OFF-BI-10000368,Office Supplies,Binders,"Avery Binder Covers, Durable",11.313,1,0.1,0.363,2.19,High
CA-2012-165050,2012-12-07,12/9/12,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209,2.13,Medium
CA-2012-159534,2012-03-20,3/23/12,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,1,0.0,11.995,2.08,High
US-2012-142020,2012-06-04,6/8/12,Second Class,TC-21535,Tracy Collins,Home Office,New York City,New York,United States,10024.0,US,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,2.07,Medium
CA-2012-110814,2012-12-05,12/9/12,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0.0,11.1132,2.06,Medium
CA-2012-145352,2012-03-16,3/22/12,Standard Class,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0.0,11.685,2.02,Medium
CA-2012-144253,2012-05-04,5/9/12,Second Class,AS-10225,Alan Schoenberger,Corporate,New York City,New York,United States,10024.0,US,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2.01,Medium
CA-2012-137897,2012-11-14,11/19/12,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,5,0.0,16.65,1.99,Medium
CA-2012-129854,2012-08-22,8/26/12,Standard Class,RB-19705,Roger Barcio,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52,4,0.0,7.5992,1.97,High
ES-2012-1157133,2012-04-23,4/27/12,Standard Class,NP-18670,Nora Paige,Consumer,London,England,United Kingdom,,EU,North,OFF-BI-10004233,Office Supplies,Binders,"Avery Index Tab, Economy",21.141,3,0.1,7.281,1.95,Medium
CA-2012-108665,2012-07-06,7/10/12,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008,1.9,High
CA-2012-132465,2012-09-11,9/15/12,Second Class,DM-13525,Don Miller,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,1.89,Medium
US-2012-141684,2012-06-29,7/4/12,Standard Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96,4,0.0,11.232,1.88,Medium
US-2012-160857,2012-05-08,5/15/12,Standard Class,NW-18400,Natalie Webber,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44,3,0.0,9.3312,1.87,Medium
CA-2012-131338,2012-08-09,8/12/12,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,1.85,Medium
CA-2012-164441,2012-11-08,11/13/12,Standard Class,AC-10450,Amy Cox,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073,1.75,Medium
CA-2012-111164,2012-04-11,4/15/12,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,1.71,Medium
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,0.0,9.63,1.7,Medium
ES-2012-5823618,2012-07-04,7/10/12,Standard Class,MG-17890,Michael Granlund,Home Office,London,England,United Kingdom,,EU,North,OFF-AR-10000659,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",27.243,1,0.1,7.263,1.69,Medium
ES-2012-5805673,2012-07-25,7/30/12,Standard Class,SC-20575,Sonia Cooley,Consumer,London,England,United Kingdom,,EU,North,OFF-FA-10004880,Office Supplies,Fasteners,"Accos Rubber Bands, Bulk Pack",30.024,2,0.1,12.984,1.69,Medium
CA-2012-130659,2012-12-04,12/9/12,Second Class,MS-17365,Maribeth Schnelling,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906,1.65,Medium
US-2012-166520,2012-07-16,7/19/12,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0.0,39.6312,1.64,Medium
CA-2012-114069,2012-07-13,7/15/12,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,9.96,2,0.0,4.6812,1.63,Critical
CA-2012-132276,2012-02-23,2/28/12,Standard Class,LC-16960,Lindsay Castell,Home Office,New York City,New York,United States,10024.0,US,East,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,26.88,6,0.0,6.72,1.63,Medium
ES-2012-5238758,2012-12-17,12/23/12,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,London,England,United Kingdom,,EU,North,OFF-FA-10001330,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack",15.363,1,0.1,5.283,1.54,Medium
CA-2012-169796,2012-11-09,11/14/12,Standard Class,Dp-13240,Dean percer,Home Office,New York City,New York,United States,10035.0,US,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,1.54,High
CA-2012-156524,2012-11-20,11/26/12,Standard Class,DL-12865,Dan Lawera,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,1.4,Medium
CA-2012-113740,2012-08-24,8/28/12,Second Class,SC-20380,Shahid Collister,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,1.4,Medium
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0.0,6.7236,1.38,Medium
CA-2012-105599,2012-09-07,9/7/12,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2,0.0,0.2792,1.36,Medium
ES-2012-4193401,2012-12-06,12/11/12,Standard Class,GT-14710,Greg Tran,Consumer,London,England,United Kingdom,,EU,North,OFF-AR-10003384,Office Supplies,Art,"Boston Pens, Water Color",15.66,1,0.1,-0.18,1.34,Medium
CA-2012-105361,2012-03-29,4/4/12,Standard Class,CM-12115,Chad McGuire,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,4,0.0,8.1144,1.26,Medium
ES-2012-1217718,2012-11-27,12/2/12,Standard Class,MS-17980,Michael Stewart,Corporate,London,England,United Kingdom,,EU,North,OFF-ST-10003990,Office Supplies,Storage,"Smead Folders, Single Width",15.768,1,0.1,3.678,1.25,Medium
US-2012-116981,2012-03-26,3/28/12,Second Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,1.25,Medium
MX-2012-167927,2012-06-06,6/10/12,Standard Class,TS-21610,Troy Staebel,Consumer,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-BI-10000827,Office Supplies,Binders,"Acco Binder, Recycled",20.68,2,0.0,5.56,1.17,Medium
IT-2012-2927791,2012-11-30,12/5/12,Standard Class,SC-20800,Stuart Calhoun,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10004409,Office Supplies,Storage,"Rogers Box, Industrial",44.01,2,0.1,-4.89,1.16,Medium
US-2012-153283,2012-11-12,11/18/12,Standard Class,EB-14110,Eugene Barchas,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10001539,Office Supplies,Envelopes,Staples,15.56,2,0.0,7.3132,1.13,Medium
MX-2012-151176,2012-09-20,9/25/12,Standard Class,BF-11215,Benjamin Farhat,Home Office,Santa Clara,Villa Clara,Cuba,,LATAM,Caribbean,OFF-BI-10002523,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",17.2,4,0.0,3.44,1.09,Medium
ES-2012-5419499,2012-03-17,3/21/12,Second Class,AA-10480,Andrew Allen,Consumer,London,England,United Kingdom,,EU,North,OFF-ST-10003931,Office Supplies,Storage,"Smead Trays, Wire Frame",42.795,1,0.1,1.425,1.03,High
CA-2012-122973,2012-07-18,7/20/12,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,1,0.0,2.1402,1.0,High
CA-2012-110632,2012-03-17,3/22/12,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0.0,2.7036,0.99,Medium
US-2012-126977,2012-09-17,9/23/12,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.043,0.97,Medium
CA-2012-159590,2012-07-18,7/21/12,First Class,KC-16255,Karen Carlisle,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,5.76,2,0.0,1.6128,0.97,Medium
CA-2012-132276,2012-02-23,2/28/12,Standard Class,LC-16960,Lindsay Castell,Home Office,New York City,New York,United States,10024.0,US,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896,2,0.2,3.8136,0.96,Medium
CA-2012-166464,2012-09-12,9/17/12,Standard Class,PG-18895,Paul Gonzalez,Consumer,New York City,New York,United States,10035.0,US,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,4,0.0,6.048,0.94,Medium
CA-2012-105102,2012-09-15,9/19/12,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.2208,0.9,Medium
CA-2012-147851,2012-12-03,12/8/12,Standard Class,MP-17470,Mark Packer,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4,0.2,3.36,0.89,Medium
CA-2012-113145,2012-11-01,11/5/12,Standard Class,VD-21670,Valerie Dominguez,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.2192,0.89,Medium
US-2012-158911,2012-07-05,7/11/12,Standard Class,RS-19765,Roland Schwarz,Corporate,Charlotte,North Carolina,United States,28205.0,US,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717,0.88,Medium
CA-2012-108588,2012-01-05,1/10/12,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,2,0.2,4.6088,0.84,Medium
CA-2012-128013,2012-08-09,8/16/12,Standard Class,MF-18250,Monica Federle,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088,0.76,Medium
CA-2012-100454,2012-11-20,11/25/12,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,4,0.0,3.3408,0.69,Medium
CA-2012-124268,2012-07-04,7/8/12,Standard Class,AD-10180,Alan Dominguez,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0.0,4.4892,0.68,Medium
CA-2012-137925,2012-11-30,12/4/12,Standard Class,JL-15235,Janet Lee,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66,7,0.0,10.8836,0.68,Medium
CA-2012-130855,2012-12-29,1/5/13,Standard Class,RF-19840,Roy Französisch,Consumer,New York City,New York,United States,10035.0,US,East,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,6.36,2,0.0,0.0636,0.67,Medium
CA-2012-143105,2012-12-10,12/10/12,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,United States,10024.0,US,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0.0,3.4357,0.64,High
US-2012-127040,2012-12-06,12/10/12,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104,0.63,High
CA-2012-140984,2012-09-14,9/18/12,Standard Class,CC-12685,Craig Carroll,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536,0.59,Medium
CA-2012-166492,2012-04-07,4/10/12,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,0.58,Medium
CA-2012-165050,2012-12-07,12/9/12,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,2,0.2,2.3408,0.53,Medium
CA-2012-116512,2012-04-09,4/14/12,Standard Class,MC-18100,Mick Crebagga,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,0.53,Medium
CA-2012-110667,2012-04-04,4/8/12,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944,0.52,Medium
CA-2012-166492,2012-04-07,4/10/12,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,0.47,Medium
CA-2012-145352,2012-03-16,3/22/12,Standard Class,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0.0,2.1684,0.45,Medium
CA-2012-148712,2012-04-17,4/23/12,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0.0,2.7846,0.44,Medium
CA-2012-130995,2012-11-01,11/6/12,Standard Class,QJ-19255,Quincy Jones,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1,0.0,1.3365,0.4,Medium
US-2012-158911,2012-07-05,7/11/12,Standard Class,RS-19765,Roland Schwarz,Corporate,Charlotte,North Carolina,United States,28205.0,US,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392,0.38,Medium
CA-2012-165624,2012-08-23,8/28/12,Standard Class,FH-14350,Fred Harton,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.2336,0.37,Medium
CA-2012-114811,2012-11-08,11/8/12,Same Day,KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10024.0,US,East,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,11.82,3,0.0,4.728,0.36,Medium
CA-2012-164084,2012-09-07,9/12/12,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,4,0.0,2.3892,0.35,Medium
CA-2012-137225,2012-12-15,12/19/12,Standard Class,JK-15640,Jim Kriz,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104,0.33,Medium
US-2012-156797,2012-08-11,8/15/12,Standard Class,PO-19180,Philisse Overcash,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.96,2,0.0,3.1096,0.25,Medium
CA-2012-164084,2012-09-07,9/12/12,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,2.0574,0.23,Medium
CA-2012-136658,2012-09-10,9/17/12,Standard Class,BO-11425,Bobby Odegard,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08,2,0.0,2.0672,0.22,Medium
CA-2012-110667,2012-04-04,4/8/12,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0.0,4.3524,0.2,Medium
CA-2012-145814,2012-11-19,11/24/12,Standard Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,5.984,2,0.2,2.244,0.2,Medium
CA-2012-108588,2012-01-05,1/10/12,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,United States,10009.0,US,East,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,0.18,Medium
US-2012-109015,2012-09-06,9/12/12,Standard Class,BS-11590,Brendan Sweed,Corporate,New York City,New York,United States,10011.0,US,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0.0,2.0975,0.16,Medium
CA-2012-122973,2012-07-18,7/20/12,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3.328,2,0.2,1.2064,0.15,High
